match_date,match_time,tour,tournament,surface,player_1,player_2,player_1_resolved,player_2_resolved,player_1_id,player_2_id,player_1_match_score,player_2_match_score,odds_p1,odds_p2,bookmaker,bookmaker_count,aggregation_method,source_url,match_id,captured_at
2026-03-29,21:00,atp,"Miami (USA), hard",hard,Lehecka J.,Sinner J.,Jiri Lehecka,Jannik Sinner,208103,206173,100,100,10.5,1.045,flashscore_market_median,6,median,https://www.flashscore.com/match/tennis/lehecka-jiri-6PlgfXKR/sinner-jannik-6HdC3z4H/?mid=nFzGIgYQ,nFzGIgYQ,2026-03-29T08:10:06Z
