match_date,equity
,100.0
2025-09-20,171.0812
2025-09-27,848.6512
2025-10-19,1183.7878500000002
2026-01-01,1503.8746
2026-01-06,2255.3928
2026-01-12,4119.651400000001
2026-01-19,7715.3564
2026-02-09,9563.584
2026-02-16,18293.5108
2026-03-02,22961.5396
2026-03-03,16784.0152
2026-03-04,17937.9421
2026-03-05,19761.171700000003
2026-03-06,15175.423100000002
2026-03-07,19915.7822
2026-03-08,15988.26525
2026-03-09,18621.951250000002
2026-03-10,18573.15725
2026-03-11,15501.46725
2026-03-12,15665.79965
