match_date,strategy,p1_name,p2_name,bet_side,odds,stake,won,pnl,bankroll_after
2025-10-20,flat_favorite,Marin Cilic,David Goffin,P1,1.4,1.0,1,0.4,92.63
2025-10-20,flat_favorite,Botic van de Zandschulp,Jiri Lehecka,P2,1.24,1.0,0,-1.0,91.63
2025-10-20,flat_favorite,Botic van de Zandschulp,Reilly Opelka,P1,1.69,1.0,0,-1.0,90.63
2025-10-20,flat_favorite,Reilly Opelka,Sebastian Baez,P1,1.3,1.0,1,0.3,90.93
2025-10-20,flat_favorite,Taylor Fritz,Valentin Vacherot,P1,1.18,1.0,1,0.18,91.11
2025-10-20,flat_favorite,Marcos Giron,Denis Shapovalov,P2,1.63,1.0,1,0.63,91.74
2025-10-20,flat_favorite,Denis Shapovalov,Valentin Royer,P1,1.51,1.0,1,0.51,92.25
2025-10-20,flat_favorite,Stan Wawrinka,Casper Ruud,P2,1.15,1.0,1,0.15,92.4
2025-10-20,flat_favorite,Quentin Halys,Casper Ruud,P2,1.15,1.0,1,0.15,92.55
2025-10-20,flat_favorite,Jaume Munar,Remy Bertola,P1,1.33,1.0,1,0.33,92.88
2025-10-20,flat_favorite,Jaume Munar,Ben Shelton,P2,1.41,1.0,0,-1.0,91.88
2025-10-20,flat_favorite,Marin Cilic,Felix Auger-Aliassime,P2,1.26,1.0,1,0.26,92.14
2025-10-20,flat_favorite,Felix Auger-Aliassime,Gabriel Diallo,P2,1.23,1.0,0,-1.0,91.14
2025-10-20,flat_favorite,Reilly Opelka,Ugo Humbert,P2,1.3,1.0,1,0.3,91.44
2025-10-20,flat_favorite,Taylor Fritz,Ugo Humbert,P1,1.39,1.0,0,-1.0,90.44
2025-10-20,flat_favorite,Ugo Humbert,Sebastian Korda,P2,1.63,1.0,0,-1.0,89.44
2025-10-20,flat_favorite,Lorenzo Sonego,Alejandro Davidovich Fokina,P2,1.5,1.0,1,0.5,89.94
2025-10-20,flat_favorite,Alejandro Davidovich Fokina,Jenson Brooksby,P1,1.59,1.0,1,0.59,90.53
2025-10-20,flat_favorite,Alexandre Muller,Jenson Brooksby,P2,1.32,1.0,1,0.32,90.85
2025-10-20,flat_favorite,Valentin Royer,Raphael Collignon,P2,1.74,1.0,0,-1.0,89.85
2025-10-20,flat_favorite,Henry Bernet,Jakub Mensik,P2,1.12,1.0,1,0.12,89.97
2025-10-20,flat_favorite,Kamil Majchrzak,Ben Shelton,P2,1.43,1.0,1,0.43,90.4
2025-10-20,flat_favorite,Jaume Munar,Joao Fonseca,P2,1.595,1.0,1,0.595,90.995
2025-10-20,flat_favorite,Alejandro Davidovich Fokina,Joao Fonseca,P2,1.695,1.0,1,0.695,91.69
2025-10-20,flat_favorite,Giovanni Mpetshi Perricard,Joao Fonseca,P1,1.68,1.0,0,-1.0,90.69
2025-10-20,flat_favorite,Alexander Zverev,Lorenzo Musetti,P2,1.775,1.0,0,-1.0,89.69
2025-10-20,flat_favorite,Alexander Zverev,Jacob Fearnley,P1,1.23,1.0,1,0.23,89.92
2025-10-20,flat_favorite,Alexander Zverev,Matteo Arnaldi,P1,1.2,1.0,1,0.2,90.12
2025-10-20,flat_favorite,Daniil Medvedev,Nuno Borges,P1,1.15,1.0,1,0.15,90.27
2025-10-20,flat_favorite,Cameron Norrie,Andrey Rublev,P2,1.41,1.0,0,-1.0,89.27
2025-10-20,flat_favorite,Alexander Bublik,Alejandro Tabilo,P1,1.36,1.0,1,0.36,89.63
2025-10-20,flat_favorite,Alexander Bublik,Francisco Cerundolo,P1,1.48,1.0,1,0.48,90.11
2025-10-20,flat_favorite,Cameron Norrie,Matteo Berrettini,P2,1.56,1.0,1,0.56,90.67
2025-10-20,flat_favorite,Matteo Berrettini,Alexei Popyrin,P1,1.57,1.0,1,0.57,91.24
2025-10-20,flat_favorite,Karen Khachanov,Tallon Griekspoor,P1,1.45,1.0,0,-1.0,90.24
2025-10-20,flat_favorite,Tallon Griekspoor,Brandon Nakashima,P2,1.77,1.0,0,-1.0,89.24
2025-10-20,flat_favorite,Tomas Martin Etcheverry,Nicolai Budkov Kjaer,P1,1.61,1.0,1,0.61,89.85
2025-10-20,flat_favorite,Damir Dzumhur,Corentin Moutet,P2,1.45,1.0,1,0.45,90.3
2025-10-20,flat_favorite,Daniil Medvedev,Corentin Moutet,P1,1.355,1.0,0,-1.0,89.3
2025-10-20,flat_favorite,Matteo Berrettini,Alex de Minaur,P1,1.21,1.0,0,-1.0,88.3
2025-10-20,flat_favorite,Alex de Minaur,Jurij Rodionov,P1,1.04,1.0,1,0.04,88.34
2025-10-20,flat_favorite,Alex de Minaur,Filip Misolic,P1,1.02,1.0,1,0.02,88.36
2025-10-20,flat_favorite,Francisco Cerundolo,Alex Michelsen,P2,1.74,1.0,0,-1.0,87.36
2025-10-20,flat_favorite,Alexander Zverev,Jannik Sinner,P1,1.16,1.0,0,-1.0,86.36
2025-10-20,flat_favorite,Alexander Bublik,Jannik Sinner,P2,1.04,1.0,1,0.04,86.4
2025-10-20,flat_favorite,Daniel Altmaier,Jannik Sinner,P2,1.01,1.0,1,0.01,86.41
2025-10-20,flat_favorite,Alex de Minaur,Jannik Sinner,P2,1.05,1.0,1,0.05,86.46
2025-10-20,flat_favorite,Jannik Sinner,Flavio Cobolli,P1,1.01,1.0,1,0.01,86.47
2025-10-20,flat_favorite,Brandon Nakashima,Luciano Darderi,P1,1.28,1.0,1,0.28,86.75
2025-10-20,flat_favorite,Tomas Martin Etcheverry,Lorenzo Musetti,P1,1.26,1.0,0,-1.0,85.75
2025-10-20,flat_favorite,Corentin Moutet,Lorenzo Musetti,P2,1.36,1.0,1,0.36,86.11
2025-10-20,flat_favorite,Lorenzo Musetti,Hamad Medjedovic,P1,1.305,1.0,1,0.305,86.415
2025-10-20,flat_favorite,Tomas Machac,Flavio Cobolli,P1,1.65,1.0,0,-1.0,85.415
2025-10-20,flat_favorite,Aleksandar Kovacevic,Matteo Arnaldi,P2,1.47,1.0,1,0.47,85.885
2025-10-20,flat_favorite,Camilo Ugo Carabelli,Filip Misolic,P2,1.35,1.0,1,0.35,86.235
2025-10-27,flat_favorite,Alexander Zverev,Daniil Medvedev,P2,1.65,1.0,0,-1.0,85.235
2025-10-27,flat_favorite,Alexander Zverev,Camilo Ugo Carabelli,P1,1.02,1.0,1,0.02,85.255
2025-10-27,flat_favorite,Alexander Zverev,Alejandro Davidovich Fokina,P1,1.38,1.0,1,0.38,85.635
2025-10-27,flat_favorite,Grigor Dimitrov,Giovanni Mpetshi Perricard,P2,1.5,1.0,0,-1.0,84.635
2025-10-27,flat_favorite,Daniil Medvedev,Lorenzo Sonego,P1,1.17,1.0,1,0.17,84.805
2025-10-27,flat_favorite,Daniil Medvedev,Jaume Munar,P1,1.35,1.0,1,0.35,85.155
2025-10-27,flat_favorite,Karen Khachanov,Ethan Quinn,P1,1.335,1.0,1,0.335,85.49
2025-10-27,flat_favorite,Karen Khachanov,Joao Fonseca,P2,1.68,1.0,0,-1.0,84.49
2025-10-27,flat_favorite,Cameron Norrie,Sebastian Baez,P1,1.13,1.0,1,0.13,84.62
2025-10-27,flat_favorite,Cameron Norrie,Carlos Alcaraz,P2,1.03,1.0,0,-1.0,83.62
2025-10-27,flat_favorite,Alexander Bublik,Taylor Fritz,P2,1.65,1.0,0,-1.0,82.62
2025-10-27,flat_favorite,Alexander Bublik,Corentin Moutet,P1,1.53,1.0,1,0.53,83.15
2025-10-27,flat_favorite,Alexander Bublik,Alex de Minaur,P2,1.54,1.0,0,-1.0,82.15
2025-10-27,flat_favorite,Alexander Bublik,Alexei Popyrin,P1,1.325,1.0,1,0.325,82.475
2025-10-27,flat_favorite,Alexandre Muller,Brandon Nakashima,P2,1.245,1.0,0,-1.0,81.475
2025-10-27,flat_favorite,Andrey Rublev,Jacob Fearnley,P1,1.54,1.0,1,0.54,82.015
2025-10-27,flat_favorite,Andrey Rublev,Learner Tien,P1,1.755,1.0,1,0.755,82.77
2025-10-27,flat_favorite,Taylor Fritz,Aleksandar Vukic,P1,1.075,1.0,1,0.075,82.845
2025-10-27,flat_favorite,Arthur Rinderknech,Fabian Marozsan,P2,1.51,1.0,0,-1.0,81.845
2025-10-27,flat_favorite,Aleksandar Vukic,Terence Atmane,P1,1.755,1.0,1,0.755,82.6
2025-10-27,flat_favorite,Marcos Giron,Daniel Altmaier,P1,1.45,1.0,0,-1.0,81.6
2025-10-27,flat_favorite,Daniel Altmaier,Casper Ruud,P2,1.275,1.0,0,-1.0,80.6
2025-10-27,flat_favorite,Lorenzo Sonego,Sebastian Korda,P2,1.41,1.0,0,-1.0,79.6
2025-10-27,flat_favorite,Lorenzo Sonego,Lorenzo Musetti,P2,1.35,1.0,0,-1.0,78.6
2025-10-27,flat_favorite,Reilly Opelka,Corentin Moutet,P2,1.365,1.0,1,0.365,78.965
2025-10-27,flat_favorite,Alexander Bublik,Felix Auger-Aliassime,P1,1.42,1.0,0,-1.0,77.965
2025-10-27,flat_favorite,Alexandre Muller,Felix Auger-Aliassime,P2,1.22,1.0,1,0.22,78.185
2025-10-27,flat_favorite,Daniel Altmaier,Felix Auger-Aliassime,P2,1.35,1.0,1,0.35,78.535
2025-10-27,flat_favorite,Felix Auger-Aliassime,Valentin Vacherot,P1,1.55,1.0,1,0.55,79.085
2025-10-27,flat_favorite,Felix Auger-Aliassime,Francisco Comesana,P1,1.15,1.0,1,0.15,79.235
2025-10-27,flat_favorite,Tomas Martin Etcheverry,Camilo Ugo Carabelli,P1,1.125,1.0,0,-1.0,78.235
2025-10-27,flat_favorite,Miomir Kecmanovic,Aleksandar Kovacevic,P1,1.545,1.0,1,0.545,78.78
2025-10-27,flat_favorite,Alejandro Davidovich Fokina,Valentin Royer,P1,1.385,1.0,1,0.385,79.165
2025-10-27,flat_favorite,Alejandro Davidovich Fokina,Arthur Cazaux,P1,1.44,1.0,1,0.44,79.605
2025-10-27,flat_favorite,Zizou Bergs,Alex Michelsen,P2,1.79,1.0,0,-1.0,78.605
2025-10-27,flat_favorite,Karen Khachanov,Alex de Minaur,P2,1.56,1.0,1,0.56,79.165
2025-10-27,flat_favorite,Alex de Minaur,Gabriel Diallo,P1,1.22,1.0,1,0.22,79.385
2025-10-27,flat_favorite,Cameron Norrie,Valentin Vacherot,P2,1.64,1.0,1,0.64,80.025
2025-10-27,flat_favorite,Arthur Rinderknech,Valentin Vacherot,P2,1.55,1.0,1,0.55,80.575
2025-10-27,flat_favorite,Valentin Vacherot,Jiri Lehecka,P2,1.405,1.0,0,-1.0,79.575
2025-10-27,flat_favorite,Damir Dzumhur,Francisco Cerundolo,P2,1.21,1.0,1,0.21,79.785
2025-10-27,flat_favorite,Miomir Kecmanovic,Francisco Cerundolo,P2,1.35,1.0,1,0.35,80.135
2025-10-27,flat_favorite,Alexander Zverev,Jannik Sinner,P2,1.16,1.0,1,0.16,80.295
2025-10-27,flat_favorite,Felix Auger-Aliassime,Jannik Sinner,P1,1.05,1.0,0,-1.0,79.295
2025-10-27,flat_favorite,Zizou Bergs,Jannik Sinner,P2,1.02,1.0,1,0.02,79.315
2025-10-27,flat_favorite,Francisco Cerundolo,Jannik Sinner,P2,1.02,1.0,1,0.02,79.335
2025-10-27,flat_favorite,Jannik Sinner,Ben Shelton,P1,1.07,1.0,1,0.07,79.405
2025-10-27,flat_favorite,Tomas Machac,Flavio Cobolli,P2,1.65,1.0,1,0.65,80.055
2025-10-27,flat_favorite,Arthur Cazaux,Luciano Darderi,P1,1.31,1.0,1,0.31,80.365
2025-10-27,flat_favorite,Tallon Griekspoor,Gabriel Diallo,P1,1.685,1.0,0,-1.0,79.365
2025-10-27,flat_favorite,Andrey Rublev,Ben Shelton,P2,1.58,1.0,1,0.58,79.945
2025-10-27,flat_favorite,Flavio Cobolli,Ben Shelton,P1,1.725,1.0,0,-1.0,78.945
2025-10-27,flat_favorite,Nuno Borges,Learner Tien,P2,1.4,1.0,1,0.4,79.345
2025-10-27,flat_favorite,Denis Shapovalov,Joao Fonseca,P2,1.515,1.0,1,0.515,79.86
2025-11-03,flat_favorite,Cameron Norrie,Valentin Royer,P1,1.43,1.0,1,0.43,80.29
2025-11-03,flat_favorite,Quentin Halys,Matteo Berrettini,P2,1.21,1.0,1,0.21,80.5
2025-11-03,flat_favorite,Vitaliy Sachko,Giovanni Mpetshi Perricard,P2,1.18,1.0,0,-1.0,79.5
2025-11-03,flat_favorite,Jan Choinski,Lorenzo Sonego,P2,1.16,1.0,1,0.16,79.66
2025-11-03,flat_favorite,Ugo Blanchet,Learner Tien,P2,1.16,1.0,1,0.16,79.82
2026-01-04,flat_favorite,Frances Tiafoe,Aleksandar Vukic,P1,1.44,1.0,1,0.44,80.26
2026-01-04,flat_favorite,Camilo Ugo Carabelli,Learner Tien,P2,1.14,1.0,1,0.14,80.4
2026-01-05,flat_favorite,Adrian Mannarino,Marin Cilic,P2,1.76,1.0,1,0.76,81.16
