tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_name,loser_id,loser_name,score,best_of,round,source
fs-wta-20260317-Cvu2vwnT,"Miami (USA), hard",Hard,,A,20260317,404854,205925,Aliaksandra Sasnovich,213887,Renata Zarazua,3-6 4-6,3,R32,custom
fs-wta-20260316-WrI5c9X1,"Miami (USA), hard",Hard,,A,20260316,412232,263857,Yuliia Starodubtseva,242931,M C Inglis,5-7,3,R32,custom
fs-wta-20260316-td0oAnH7,"Miami (USA), hard",Hard,,A,20260316,359854,223168,Mary Stoiana,215219,Kaja Juvan,6-4 4-6 0-3,3,R32,custom
fs-wta-20260316-Y5RB8Zu3,"Miami (USA), hard",Hard,,A,20260316,532090,223360,Nikola Bartunkova,202612,Courtney B Dolehide,3-6 6-3 3-6,3,R32,custom
fs-wta-20260316-YoyInhJq,"Miami (USA), hard",Hard,,A,20260316,663740,221257,Sinja Kraus,236957,Lola Radivojevic,3-6,3,R32,custom
fs-wta-20260316-AyxoYh4j,"Miami (USA), hard",Hard,,A,20260316,374072,203530,Viktorija Golubic,264140,Thea Frodin,2-6 6-3 6-2,3,R32,custom
fs-wta-20260316-CfFkd5jt,"Miami (USA), hard",Hard,,A,20260316,372010,230870,Ella Seidel,222233,Marina Stakusic,6-4 7-5,3,R32,custom
fs-wta-20260316-tU5vWTwR,"Miami (USA), hard",Hard,,A,20260316,951693,221985,Darja Semenistaja,107666,Marcus Ekstrand,6-0 6-4,3,R32,custom
fs-wta-20260316-SnTR4iuS,"Miami (USA), hard",Hard,,A,20260316,131897,202499,Donna Vekic,215992,Whitney Osuigwe,4-6 2-6,3,R32,custom
fs-wta-20260316-Y32WXk9E,"Miami (USA), hard",Hard,,A,20260316,85984,206085,David Parry,214593,Lucrezia Stefanini,2-6 6-4 5-7,3,R32,custom
fs-wta-20260316-8ON7BO05,"Miami (USA), hard",Hard,,A,20260316,243959,220722,Elvina Kalieva,203379,Marina Melnikova,4-6 2-6,3,R32,custom
fs-wta-20260316-p8DcfqLh,"Miami (USA), hard",Hard,,A,20260316,371094,215138,Lulu Sun,221237,Maria Timofeeva,6-4,3,R32,custom
fs-wta-20260316-8r2wC8ne,"Miami (USA), hard",Hard,,A,20260316,590151,214119,Rebeka Masarova,204411,Storm Hunter,2-6 6-4 2-6,3,R32,custom
fs-wta-20260316-0IbVDUHr,"Miami (USA), hard",Hard,,A,20260316,751833,213887,Renata Zarazua,105401,Matteo Trevisan,4-6 6-3 6-3,3,R32,custom
fs-wta-20260316-UZ7aJjfL,"Miami (USA), hard",Hard,,A,20260316,992484,215370,Bianca Andreescu,215480,Suzan Lamens,4-6 6-1 7-5,3,R32,custom
fs-wta-20260316-zLfwXM9a,"Miami (USA), hard",Hard,,A,20260316,935746,220435,Anastasia Zakharova,211635,Louisa Chirico,6-2 6-1,3,R32,custom
fs-wta-20260316-KMPJ6DAF,"Miami (USA), hard",Hard,,A,20260316,716886,211685,Rebecca Sramkova,222965,Erika Andreeva,4-6 2-6,3,R32,custom
fs-wta-20260316-23pnhEeM,"Miami (USA), hard",Hard,,A,20260316,277466,205925,Aliaksandra Sasnovich,213767,Ayla Aksu,4-6 4-6,3,R32,custom
fs-wta-20260316-xrUWeddc,"Miami (USA), hard",Hard,,A,20260316,85820,214040,Kimberly Birrell,202600,Viktoriya Tomova,6-3 6-2,3,R32,custom
fs-wta-20260316-WOB5hNk5,"Miami (USA), hard",Hard,,A,20260316,357520,215872,Kamilla Rakhimova,206417,Leolia Jeanjean,7-5 6-0,3,R32,custom
fs-wta-20260316-tCvQpWmd,"Miami (USA), hard",Hard,,A,20260316,244822,214698,Yi Yuan,222034,Reese Brantmeier,4-6 2-6,3,R32,custom
fs-wta-20260316-x0iAQ71l,"Miami (USA), hard",Hard,,A,20260316,862233,222258,Linda Fruhvirtova,201483,Madison Brengle,4-6 3-6,3,R32,custom
fs-wta-20260316-dM9iLCP8,"Miami (USA), hard",Hard,,A,20260316,477935,221883,Talia Gibson,202493,Ekaterine Gorgodze,3-6 2-6,3,R32,custom
fs-wta-20260316-UknvfzR9,"Miami (USA), hard",Hard,,A,20260316,560851,201478,Varvara Lepchenko,223286,Victoria Jimenez Kasintseva,2-6 6-1 1-6,3,R32,custom
fs-wta-20260316-pQfIOoW0,"Miami (USA), hard",Hard,,A,20260316,27506,220465,Katie Volynets,211880,Priscilla Hon,6-1 6-3,3,R32,custom
fs-wta-20260327-z3D3Lt9j,"Miami (USA), hard",Hard,,A,20260327,756641,214544,Aryna Sabalenka,214981,Elena Rybakina,6-4 6-3,3,R32,custom
fs-wta-20260327-z3D3Lt9j,"Miami (USA), hard",Hard,,A,20260327,582111,214544,Aryna Sabalenka,214981,Elena Rybakina,6-4 6-3,3,R32,custom
fs-wta-20260327-z3D3Lt9j,"Miami (USA), hard",Hard,,A,20260327,582111,214544,Aryna Sabalenka,214981,Elena Rybakina,6-4 6-3,3,R32,custom
