tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_name,loser_id,loser_name,score,best_of,round,source
fs-atp-20260316-KEuNMhbT,"Miami (USA), hard",Hard,,A,20260316,216504,212588,Rafael Jodar,211768,Manas Dhamne,6-3,3,R32,custom
fs-atp-20260316-IgLhCpvf,"Miami (USA), hard",Hard,,A,20260316,989640,210017,Daniel Merida Aguilar,207494,Dalibor Svrcina,6-4,3,R32,custom
fs-atp-20260316-QJO0AO86,"Miami (USA), hard",Hard,,A,20260316,376354,126127,Benjamin Bonzi,136629,Jose Miguel Galindo,2-6,3,R32,custom
fs-atp-20260316-SvPXT95d,"Miami (USA), hard",Hard,,A,20260316,248969,145680,A A Bunt,268408,A D Chambers,6-2 6-3,3,R32,custom
fs-atp-20260316-EcWEJSoK,"Miami (USA), hard",Hard,,A,20260316,642044,210696,Alexander Blockx,251436,A C Chesterfield,6-3,3,R32,custom
fs-atp-20260316-jHMnwErA,"Miami (USA), hard",Hard,,A,20260316,215048,105932,Nikoloz Basilashvili,200516,Patrick Kypson,3-6 1-6,3,R32,custom
fs-atp-20260316-GpRhHWLj,"Miami (USA), hard",Hard,,A,20260316,359000,208119,Liam Draxl,106426,Cristian Garin,6-4 4-6 2-6,3,R32,custom
fs-atp-20260316-YwyaSdUi,"Miami (USA), hard",Hard,,A,20260316,861818,250611,J Clarke,132422,Soutatsu Mochizuki,6-4 3-6 6-1,3,R32,custom
fs-atp-20260316-OUKfyhDM,"Miami (USA), hard",Hard,,A,20260316,749565,241765,A C Cox,200711,Nicolas Mejia,3-6,3,R32,custom
fs-atp-20260316-KYBJiDc3,"Miami (USA), hard",Hard,,A,20260316,591538,200647,Sho Shimabukuro,106109,Alex Bolt,2-6 3-6,3,R32,custom
fs-atp-20260316-GKeRDcFb,"Miami (USA), hard",Hard,,A,20260316,505274,105870,Yannick Hanfmann,209857,Leandro Riedi,6-3 6-4,3,R32,custom
fs-atp-20260316-8fhJFJpn,"Miami (USA), hard",Hard,,A,20260316,387789,209860,Ignacio Buse,121411,Moez Echargui,6-3 6-4,3,R32,custom
fs-atp-20260316-KELPVVzp,"Miami (USA), hard",Hard,,A,20260316,314249,109387,Clifton Wong,209957,Jack Pinnington Jones,7-5 4-6,3,R32,custom
fs-atp-20260316-riJvuzEc,"Miami (USA), hard",Hard,,A,20260316,670,209414,Luca Van Assche,213653,Benjamin Willwerth,3-6 1-6,3,R32,custom
fs-atp-20260316-YeIZmVdS,"Miami (USA), hard",Hard,,A,20260316,786466,207352,Bu Yunchaokete,209262,Tristan Schoolkate,7-5 6-4,3,R32,custom
fs-atp-20260316-OpaZBypB,"Miami (USA), hard",Hard,,A,20260316,417850,209259,Arthur Fery,145680,A A Bunt,6-2 4-6 4-6,3,R32,custom
